asn,count,bad_count,CCA
"tzulo, inc.",1,0,0.0
WISTEE SAS,1,0,0.0
PT. JASA RAHARJA PERSERO,1,0,0.0
Studentersamfundet i Trondhjem,1,0,0.0
IT arte Sp. z o.o.,1,0,0.0
KINX,1,0,0.0
Netvia Bilisim Yazilim Dan. Tic. Ltd. Sti.,1,0,0.0
Provector Sp. z o.o,1,1,1.0
Mynet S.r.l.,1,0,0.0
Komenda Glowna Policji,1,0,0.0
COMPANHIA DE TECNOLOGIA DA INFORMACAO ESTADO MG,1,0,0.0
Pixel X e.K.,1,0,0.0
LG POWERCOMM,1,1,1.0
VDC Virtual Data Corp.,1,1,1.0
Aussie Broadband,1,0,0.0
Long Van Soft Solution JSC,1,0,0.0
"FirstLight Fiber, Inc.",1,0,0.0
Capital Telecom Limited Company,1,0,0.0
Easyhost Srl,1,0,0.0
IIC LLC,1,0,0.0
Gush I Systems,1,0,0.0
Shaporenko Yuri Nikolaevich,1,1,1.0
CANCOM Managed Services GmbH,1,0,0.0
Federated Cooperatives Limited,1,0,0.0
Cologuard,1,0,0.0
PT Cyberindo Aditama,1,0,0.0
MauritiusTelecom,1,0,0.0
punkt.de GmbH,1,0,0.0
Koumbit,1,0,0.0
VEGAGAME,1,0,0.0
Quantum CJSC,1,0,0.0
"OBIT-telecommunications, LLC",1,0,0.0
TOT Public Company Limited,1,0,0.0
MPOnline Ltd,1,0,0.0
Quanzhou,1,0,0.0
CtrlS,1,0,0.0
Kaspersky Lab AO,1,0,0.0
FastNet International Ltd,1,0,0.0
MOBIFONE Corporation,1,0,0.0
Jsc Ukrainian Railways,1,0,0.0
Fundaments B.V.,1,0,0.0
"Constellation Web Solutions, Inc.",1,0,0.0
EXONHOST,1,1,1.0
Bluewin,1,0,0.0
Vertisoft,1,0,0.0
Roswell Park Cancer Institute,1,0,0.0
Cloud 9 Ltd.,1,0,0.0
Cyclop S.a r.l.,1,1,1.0
DREAMMARK1,1,0,0.0
Florida State University,1,0,0.0
Inventx AG,1,0,0.0
Council of Ministers,1,0,0.0
Local Internet Service Company,1,0,0.0
O2 UK,1,0,0.0
Gmina Lublin,1,1,1.0
Latvijas Biozinatnu un tehnologiju universitaete,1,0,0.0
"DataBank Holdings, Ltd.",1,1,1.0
Springs Hosting,1,0,0.0
Managed Solutions Internet AS Internet Service Provider,1,0,0.0
Support Chain LLC,1,0,0.0
"Dream Fusion - IT Services, Lda",1,0,0.0
AGSM AIM Smart Solutions SRL,1,0,0.0
Oktawave S.A.,1,0,0.0
eTOP sp. z o.o.,1,0,0.0
"POSLuH d.o.o, za informaticke usluge i trgovinu",1,0,0.0
AMN Healthcare,1,0,0.0
Federal State Budgetary Institution Institute of High Energy Physics named after A.A.Logunov,1,0,0.0
"NC Taiwan Co., Ltd.",1,0,0.0
Nexthop AS,1,1,1.0
CoreSite,1,0,0.0
vBoxx B.V.,1,0,0.0
Taylor Corporation,1,0,0.0
SysEleven GmbH,1,0,0.0
Cronon GmbH,1,0,0.0
NixiHost.com Incorporated,1,0,0.0
"ISN, Internet Service Provider",1,1,1.0
Exelon Corporation,1,0,0.0
Lanka Communication Services,1,1,1.0
Comsenso BV,1,0,0.0
Zettaplan AG,1,0,0.0
BIGLOBE Inc.,1,0,0.0
JSC Russian Agricultural Bank,1,0,0.0
Paradise Networks LLC,1,1,1.0
TELUS Communications,1,0,0.0
"Institute of Information and Computing, EWHA WOMANS UNIV.",1,0,0.0
LLC Eksintech,1,0,0.0
Datacenta Hosting Ltd,1,0,0.0
IP Fiber Inc,1,0,0.0
Hosting Systems Ltd,1,0,0.0
Evolink EAD,1,0,0.0
OPTIDATA LTDA,1,0,0.0
lopnet AB,1,1,1.0
PhoenixNAP,1,0,0.0
Izhevsk Network Technologies Ltd,1,0,0.0
"UHAUL INTERNATIONAL, INC.",1,0,0.0
Transworld Associates Pvt. Ltd.,1,0,0.0
REHAU Industries SE & Co. KG,1,0,0.0
Edinaya Set Limited Liability Company,1,0,0.0
ProcoliX B.V.,1,0,0.0
"PERFTECH, podjetje za proizvodnjo in uvajanje novih tehnologij, d.o.o.",1,0,0.0
Long Van System Solution JSC,1,0,0.0
FASTER CZ spol. s r.o.,1,0,0.0
Layer Marketing Services L.L.C,1,0,0.0
LLC Pudlink,1,0,0.0
Three,1,1,1.0
Nettigritty Private Limited,1,0,0.0
99IT,1,1,1.0
Korea Trade Network,1,0,0.0
ANTIK Telecom s.r.o,1,0,0.0
Suedwestfalen-IT,1,0,0.0
"Net Solutions - Consultoria Em Tecnologias De Informacao, Sociedade Unipessoal LDA",1,1,1.0
MOMIT SRL,1,0,0.0
Coextro,1,0,0.0
Radicenter OU,1,1,1.0
Iran Telecommunication Company PJS,1,0,0.0
OMG.de GmbH,1,0,0.0
Dosarrest Internet Security LTD,1,0,0.0
Hamed Shirvani Bagheri,1,0,0.0
CoreTech s.r.l.,1,0,0.0
Siteaction,1,0,0.0
Totaalnet Internet Works B.V.,1,1,1.0
Emirates Telecommunications Group Company (etisalat Group) Pjsc,1,0,0.0
DODW Holding B.V.,1,0,0.0
ExtentIT Solution Limited,1,1,1.0
Burda Digital Systems GmbH,1,0,0.0
LeaseWeb Network B.V.,1,0,0.0
Foton Company Ltd,1,0,0.0
Collecte Localisation Satellites SAS,1,0,0.0
NTT-ME Corporation,1,0,0.0
"SIEL, d.o.o.",1,0,0.0
Zulu Ltd.,1,0,0.0
National Infrastructures for Research and Technology S.A.,1,0,0.0
Dept. of Information Technology & Cyber Security,1,0,0.0
Easter-eggs Sarl,1,0,0.0
Emigrant Bank,1,0,0.0
"Mississippi, Department of Information Technology Services ITS",1,0,0.0
CLAUS WEB srl,1,0,0.0
SYNLINQ,1,0,0.0
Compubyte Limited,1,1,1.0
BT Italia S.p.A.,1,0,0.0
OOO Izdatelstvo EKSMO,1,0,0.0
Oak Ridge National Laboratory,1,0,0.0
InfoServe GmbH,1,0,0.0
inexio Informationstechnologie und Telekommunikation Gmbh,1,0,0.0
Database Mart LLC,1,1,1.0
Aarhus Universitet,1,0,0.0
Ooo Transtelecom,1,0,0.0
"Megacable Comunicaciones de Mexico, S.A. de C.V.",1,1,1.0
Ascenty Data Centers e Telecomunicacoes SA,1,1,1.0
Labtech Systems Ltd,1,0,0.0
Action-digital LLC,1,0,0.0
International Hosting Company Limited,1,1,1.0
VERIUP Bulut Internet Hizmetleri A.S.,1,0,0.0
Hevanet,1,0,0.0
Artnet Sp. z o.o.,1,0,0.0
Kapsi Internet-kayttajat ry,1,1,1.0
CDNvideo LLC,1,0,0.0
Federal State Budgetary Educational Institution of Higher Education Lomonosov Moscow State Un,1,0,0.0
Root Holding B.V.,1,0,0.0
Federated Investors,1,0,0.0
Video-Broadcast GmbH,1,1,1.0
Real Estate Digital LLC,1,0,0.0
FiberPower LLC,1,1,1.0
Continent 8 LLC,1,1,1.0
NetCologne Gesellschaft fur Telekommunikation mbH,1,0,0.0
WiMore S.r.l.,1,0,0.0
National Mobile Telecommunications Company K.s.c.p.,1,1,1.0
Vocus Connect International Backbone,1,0,0.0
AllPoints Fibre Limited,1,1,1.0
Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti,1,0,0.0
Galaxy Backbone,1,0,0.0
TaDu Joint Stock Company,1,1,1.0
Long View Systems Corporation USA,1,0,0.0
"Andorra Telecom, S.a.u.",1,0,0.0
Elisa Oyj,1,0,0.0
Sai gon Postel Corporation,1,0,0.0
Buhler AG,1,0,0.0
Hivelocity LLC,1,1,1.0
Association Gitoyen,1,0,0.0
Kunnskapssektorens Tjenesteleverandor,1,0,0.0
Primus Telecommunications Canada Inc.,1,0,0.0
SYNTEN Sarl,1,0,0.0
SDV6TM SAS,1,0,0.0
Southern Ohio Communication Services,1,1,1.0
RADWARE INC.,1,0,0.0
Medicover Sp. z o.o.,1,1,1.0
AVAST Software s.r.o.,1,0,0.0
Gen Digital Inc.,1,0,0.0
PROGRESO.PL Sp. z o.o,1,0,0.0
"Hawaiian Telcom Services Company, Inc.",1,0,0.0
UD Media GmbH,1,0,0.0
CN-TELECOM LTDA,1,1,1.0
"Massive Networks, Inc.",1,0,0.0
HP Inc.,1,0,0.0
MoeChuang Network Limited,1,1,1.0
active 1 GmbH,1,1,1.0
"Shanghai Data Solution Co., Ltd.",1,0,0.0
"Avatel Telecom, SA",1,1,1.0
BOREALIS BROADBAND INC.,1,0,0.0
Spectra Technologies India Private Limited,1,1,1.0
HEXATOM s.a.r.l.,1,0,0.0
Empresa Municipal de Informatica sa,1,0,0.0
UPONU GmbH,1,0,0.0
China Unicom IP network,1,1,1.0
LLC Babilon-T,1,0,0.0
"Mizban Abri Iman Iranian, LLC",1,0,0.0
PenTeleData Inc.,1,0,0.0
Administratia Nationala de Meteorologie RA,1,0,0.0
Frieder Mueller,1,0,0.0
Capinzal NET,1,0,0.0
"Cengage Learning, Inc.",1,0,0.0
"AXEL ENTERMEDIA, INC.",1,0,0.0
Charles River Operation,1,0,0.0
University of Missouri - dba the Missouri Research and Education Network MOREnet,1,0,0.0
Gloman SA,1,0,0.0
axilaris GmbH,1,0,0.0
GMG AG,1,0,0.0
Iowa State University of Science and Technology,1,0,0.0
SMABTP,1,0,0.0
State of WI Dept. of Administration,1,0,0.0
QTIME BUSINESSES PRIVATE LIMITED,1,1,1.0
The Ministry of Digital Transformation,1,0,0.0
Drexel University,1,0,0.0
First Horizon National Corporation,1,0,0.0
CDM,1,0,0.0
Shandong Mobile Communication Company Limited,1,0,0.0
Florian Kolb,1,1,1.0
Office Of The Prime-minister Of The Republic Of Armenia State Body,1,0,0.0
Trader soft LLC,1,0,0.0
Sony Network Taiwan Limited,1,0,0.0
truehostcloud,1,1,1.0
IT Heinrich GmbH,1,0,0.0
Data Syst Ltd.,1,0,0.0
Argentina Virtual Networks SRL,1,0,0.0
"Qingdao,266000",1,0,0.0
"Armour Cloud, LLC",1,0,0.0
Nls Astana Llp,1,1,1.0
The Auto Club Group,1,0,0.0
RAI RadioTelevisione Italiana SPA,1,0,0.0
Okno-TV LLC,1,0,0.0
RJ Network OU,1,0,0.0
Vertixo BV,1,0,0.0
Smart Telecom Limited,1,0,0.0
"Serveroid, LLC",1,0,0.0
Paul David Hughes,1,0,0.0
"TNtech, s.r.o.",1,0,0.0
EN Technologies Pte Ltd,1,1,1.0
Main Center of Information and Computing Ministry of culture of Russian Federation,1,0,0.0
State Educational Institution of higher professional Education 'Altay State University' name,1,0,0.0
Infoclip SA,1,0,0.0
"Crexendo Business Solutions, Inc.",1,0,0.0
"CLARA, Inc.",1,0,0.0
"OptoNet Communication, spol. s.r.o.",1,0,0.0
Teslatel LLC,1,0,0.0
Information Society S.A.,1,0,0.0
The Communication GATEWAY LTD,1,0,0.0
Real Hosts Limited,1,0,0.0
LightSpeed Hosting,1,0,0.0
Noraina Ltd,1,1,1.0
OMCnet Internet Service GmbH,1,0,0.0
FIBERNETICS CORPORATION,1,0,0.0
"Cambium Learning, Inc.",1,0,0.0
rh-tec Business GmbH,1,0,0.0
vertical IT-Service GmbH,1,0,0.0
TATA Communications formerly VSNL is Leading ISP,1,0,0.0
PE Fedinyak Sergey Vyacheslavovich,1,0,0.0
Jose Antonio Vazquez Quian,1,0,0.0
State of Minnesota,1,0,0.0
ZOHO Corporation B.V,1,0,0.0
UNIDATA S.p.A.,1,0,0.0
Sedmi Odjel d.o.o.,1,1,1.0
CLOUD.nl B.V.,1,0,0.0
ILK Internet Gmbh,1,0,0.0
Eclit Bilisim Hizmetleri A.S,1,0,0.0
"Seznam.cz, a.s.",1,0,0.0
Agencia Efe SA,1,0,0.0
Liquid Web B.V.,1,0,0.0
"CABLE ONE, INC.",1,0,0.0
AO SUEK,1,0,0.0
"Summit-Tech Multimedia Communications, Inc.",1,0,0.0
BIZNET NETWORKS,1,1,1.0
NORC,1,0,0.0
10 Science Park Road,1,0,0.0
Lunanode Hosting Inc.,1,0,0.0
Cyberlink AG,1,0,0.0
TAV Bilisim Hizmetleri A.S.,1,0,0.0
GISA GmbH,1,0,0.0
Korea Development Bank,1,0,0.0
LUWY TV-IT GmbH & Co KG,1,0,0.0
CSC Administrative Services Limited,1,0,0.0
Techtel LMDS Comunicaciones Interactivas S.A.,1,0,0.0
Triple T Broadband Public Company Limited,1,0,0.0
Figaro Classifieds SA,1,0,0.0
Th.papamichail Vainas - G.psaltakis G.p,1,1,1.0
Vocus Retail,1,0,0.0
WESTERN UNIVERSITY OF HEALTH SCIENCES,1,0,0.0
D-telekom LLC,1,1,1.0
Exabytes Network Singapore Pte. Ltd.,1,0,0.0
Politeknik Elektronika Negeri Surabaya,1,0,0.0
Ledl.net GmbH & Co. KG,1,0,0.0
Lepida S.c.p.A.,1,0,0.0
FIBMESH PRIVATE LIMITED,1,1,1.0
VERIXI SA,1,0,0.0
ISRAEL DISCOUNT BANK Ltd,1,0,0.0
eNET Inc.,1,0,0.0
"Greenlight Networks, LLC",1,0,0.0
Bezeq- THE ISRAEL TELECOMMUNICATION CORP. LTD.,1,1,1.0
NetEarth UK Ltd,1,1,1.0
Russmedia IT GmbH,1,0,0.0
"Dynascale Technologies, Inc.",1,0,0.0
"Horry Telephone Cooperative, Inc.",1,0,0.0
Libeo Inc.,1,0,0.0
Global Internet Solutions LLC,1,0,0.0
AS Postimees Grupp,1,0,0.0
"Think On, Inc.",1,0,0.0
MAHARASHTRA KNOWLEDGE CORPORATION LIMITED,1,0,0.0
OVEA SAS,1,0,0.0
Red Universitaria Nacional,1,0,0.0
GTT Communications Inc.,1,0,0.0
Optimum-Telecom-Algeria,1,1,1.0
Kuroit,1,0,0.0
VpsQuan L.L.C.,1,0,0.0
"ONYX engineering, spol. s r.o.",1,0,0.0
Banedanmark,1,0,0.0
"Lakeside Network, LLC",1,0,0.0
Aksigorta Anonim Sirketi,1,0,0.0
PT Dewa Bisnis Digital,1,0,0.0
Mainstream doo Beograd,1,0,0.0
BHARTI Airtel Ltd.,1,0,0.0
Information Technology Company AVENGA DOOEL Skopje,1,0,0.0
SRI International,1,0,0.0
"ADAMANT, Ltd.",1,0,0.0
"R Cable y Telecable Telecomunicaciones, S.A.U.",1,0,0.0
Netfactor Telekominikasyon ve Teknoloji Hizmetleri San. ve Tic. A.S.,1,0,0.0
mecom Medien-Communikations-Gesellschaft mbH,1,0,0.0
"Unitedlayer, Inc.",1,0,0.0
Comarch S.A.,1,0,0.0
Twentytwentymedia Limited,1,0,0.0
TekTonic,1,0,0.0
Megahost Kazakhstan TOO,1,1,1.0
Brown-Forman Corporation,1,0,0.0
SysUP IT GmbH & Co KG,1,0,0.0
"Research Organization of Information and Systems, National Institute of Informatics",1,0,0.0
Taiwan Academic Network TANet Information Center,1,0,0.0
Kindred IP Limited,1,0,0.0
Centene Corporation,1,0,0.0
SGC-Cloud Alliance Limited,1,0,0.0
SSC-ICT Haaglanden,1,0,0.0
Stadtwerke Kufstein GmbH,1,0,0.0
Lanset America Corporation,1,1,1.0
Think Huge Ltd,1,1,1.0
Brightbox Systems Ltd,1,0,0.0
Ministry of labour and social affairs,1,0,0.0
SEJONG NETWORKS,1,0,0.0
Reedsburg Utility Commission,1,1,1.0
Vital Teknoloji Telekomunikasyon Bilgisayar Hizmetleri Ve Sanayi Ticaret Ltd Sirketi,1,0,0.0
"HONG KONG KOWLOON TELECOMMUNICATIONS CO.,LIMITED",1,0,0.0
Flarezen Ltd.,1,1,1.0
"Department of Information Technology, Government of Nepal",1,0,0.0
Reliance Communications Ltd.DAKC MUMBAI,1,0,0.0
Titan DataCenters France SAS,1,0,0.0
PT. EXABYTES NETWORK INDONESIA,1,1,1.0
A2b Ip B.v.,1,0,0.0
TOKAI Communications Corporation,1,0,0.0
NETH LLC,1,0,0.0
abaton EDV-Dienstleistungs GmbH,1,0,0.0
SAP America Inc.,1,0,0.0
one4vision GmbH,1,1,1.0
Proen Corp Public Company Limited.,1,0,0.0
ODOIP SAS,1,1,1.0
"ITEC HANKYU HANSHIN CO.,LTD.",1,0,0.0
Ordipat SAS,1,0,0.0
BTT TELECOMUNICACOES S.A.,1,1,1.0
"Shijiazhuang IDC network, CHINANET Hebei province",1,0,0.0
"LanMinds, Inc.",1,0,0.0
"National Public Radio, Inc.",1,0,0.0
Yeahhost Sdn Bhd,1,1,1.0
Reevo S.p.A.,1,0,0.0
Ozkula Internet Hizmetleri Tic. LTD. STI.,1,1,1.0
Wholesail networks LLC,1,0,0.0
National Information Technology Center,1,0,0.0
Visma Roxit B.V.,1,0,0.0
Al Bahrainia al Urdunia Liltaknia Wa Alitisalat Plc. Co,1,1,1.0
"Brownrice Internet, Inc.",1,0,0.0
"Velocity Network, Inc.",1,0,0.0
Medianova Internet Hizmetleri Ve Ticaret Anonim Sirketi,1,0,0.0
LEAPSWITCH NETWORKS PRIVATE LIMITED,1,1,1.0
Omegatech LTD,1,0,0.0
Webline Services Inc,1,1,1.0
Procopa IT ApS,1,0,0.0
Fontventa Sl,1,0,0.0
Smarthost sp. z o.o.,1,1,1.0
LEMARIT GmbH,1,0,0.0
Gwy It Pty Ltd,1,0,0.0
Servers Tech Fzco,1,0,0.0
Host4Biz sp. z o.o.,1,0,0.0
Flex Ltd.,1,1,1.0
PODA a.s.,1,0,0.0
akquinet outsourcing gGmbH,1,0,0.0
Adjust GmbH,1,0,0.0
EWEBGURU,1,0,0.0
SACREDCHAO-AS AS250.net Foundation,1,0,0.0
"TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al",1,0,0.0
Computel Standby BV,1,0,0.0
Minnesota State Colleges and Universities,1,0,0.0
Australian Academic and Research Network AARNet,1,0,0.0
Ikoula Net SAS,1,0,0.0
Web Werks India Pvt. Ltd.,1,1,1.0
GABIA Inc.,1,1,1.0
Bezeq International Ltd.,1,0,0.0
Canhost Inc.,1,0,0.0
Advania Finland Oy,1,0,0.0
"Infocomunicacoes, S.A.",1,1,1.0
Computer Network Information Center of Chinese Academy of Sciences CNIC-CAS,1,0,0.0
Wave Broadband,1,1,1.0
MSH Medien System Haus GmbH & Co. KG,1,0,0.0
Infinity Telecom SRL,1,0,0.0
Ministry of Information Technologies and Communications of Chelyabinsk Region,1,0,0.0
Sardegna IT srl,1,0,0.0
"Crucial Web Hosting, Ltd.",1,0,0.0
ICA Canada On-Line Inc.,1,0,0.0
Claro NXT Telecomunicacoes Ltda,1,1,1.0
IP Volume inc,1,0,0.0
Orange Business Digital Germany GmbH,1,0,0.0
PRO-ZETA a.s.,1,1,1.0
Teknology SA,1,1,1.0
Knipp Medien und Kommunikation GmbH,1,0,0.0
Core-Backbone GmbH,1,0,0.0
Safe Value Limited,1,0,0.0
Aixit GmbH,1,0,0.0
Smartt Inc.,1,0,0.0
HKBN Enterprise Solutions Limited,1,1,1.0
Nexicom Inc.,1,0,0.0
FS Veri Merkezi Internet Teknolojileri Limited Sirketi,1,0,0.0
Universidad Central de Venezuela,1,0,0.0
Kamatera Inc,1,0,0.0
"Salesforce.com, Inc.",1,0,0.0
Servereasy Srl,1,0,0.0
"kt cloud Co., Ltd",1,1,1.0
iHome LLC,1,0,0.0
Universitaet zu Koeln,1,0,0.0
MadeIT inc.,1,0,0.0
"GorillaServers, Inc.",1,1,1.0
IncogNet LLC,1,1,1.0
Skysilk,1,0,0.0
EZ TECHNOLOGY COMPANY LIMITED,1,1,1.0
Intesa Sanpaolo S.p.A.,1,0,0.0
"Sharecare, Inc.",1,0,0.0
House of Commons,1,0,0.0
DATAGROUP BIT GmbH,1,0,0.0
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,1,0,0.0
CH Regionalmedien AG,1,0,0.0
"St. Josephs Health Care, London",1,0,0.0
QNAX LTDA,1,1,1.0
ServeTheWorld AS,1,0,0.0
Ningxia West Cloud Data Technology Co.Ltd.,1,0,0.0
Alex Group LLC,1,1,1.0
ENTEL CHILE S.A.,1,0,0.0
MetTel,1,0,0.0
Netmihan Communication Company Ltd,1,1,1.0
Kyonix Networks Limited,1,0,0.0
Cong ty CP Truyen thong quoc te Incom,1,0,0.0
ZA-1-Grid,1,1,1.0
Ratiokontakt GmbH,1,0,0.0
ACCELIA,1,0,0.0
Hyundai Autoever Corp.,1,0,0.0
FRIEND IT Ltd,1,0,0.0
LLC smart Center,1,0,0.0
Dataport AoR,1,0,0.0
StormWall s.r.o.,1,0,0.0
Asociacion Civil de Estudios Superiores,1,0,0.0
Erste&Steiermarkische Bank d.d.,1,0,0.0
I vision SAS,1,0,0.0
Garmtech Lp,1,0,0.0
Lennox International Inc.,1,0,0.0
La Francaise des Jeux,1,0,0.0
Gi Group Holding S.p.A,1,0,0.0
Obergericht Des Kanton Zurich,1,0,0.0
Application X,1,0,0.0
PH CCTLD,1,0,0.0
Medical Mutual,1,0,0.0
KERIS,1,0,0.0
DataNode DC SRL,1,0,0.0
RELX inc.,1,0,0.0
Elite Limited,1,0,0.0
UNIFIQUE TELECOMUNICACOES SA,1,0,0.0
Bedag Informatik AG,1,0,0.0
Moroccan Academic Network,1,0,0.0
Rockhoster Private Limited,1,1,1.0
Palestine Telecommunications Company (PALTEL),1,1,1.0
Sprintel s.r.o.,1,1,1.0
Kerman University of Medical Sciences,1,0,0.0
tops.net GmbH & Co. KG,1,0,0.0
Orlen S.A.,1,0,0.0
iNES GROUP SRL,1,0,0.0
ALTICOR INC,1,0,0.0
Pearson Shared Services Ltd,1,0,0.0
PFALZKOM GmbH,1,0,0.0
KOREA CABLE TELECOM,1,0,0.0
SKSA TECHNOLOGY SDN BHD,1,1,1.0
"DTN, LLC",1,0,0.0
Telekom Deutschland GmbH,1,0,0.0
CTGNet,1,1,1.0
JSC Avantel,1,0,0.0
Ops One AG,1,0,0.0
Costa Crociere S.p.a.,1,0,0.0
"No.293,Wanbao Avenue",1,0,0.0
Posta Slovenije d.o.o.,1,0,0.0
University System of New Hampshire,1,0,0.0
Enterprise Cloud Ltd.,1,0,0.0
Network For Business Sp z o.o.,1,0,0.0
Financijska agencija,1,0,0.0
Columbia Basin Broadband Corporation,1,1,1.0
Hezardastan Unit Cloud Computing PJSC,1,0,0.0
University of Colorado at Boulder,1,0,0.0
Exigo AG,1,0,0.0
TDC Holding A/S,1,0,0.0
Crown Castle Fiber LLC,1,0,0.0
C.C.S. (Leeds) Ltd,1,0,0.0
Angel Soft OOD,1,1,1.0
esu2 Corporation,1,1,1.0
UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,1,0,0.0
RAI Real Estate B.V.,1,0,0.0
Clouvider Limited,1,0,0.0
Kertinis valstybes telekomunikaciju centras,1,0,0.0
PUSHPKT OU,1,1,1.0
Macquarie Technology Operations Pty Limited,1,0,0.0
Netcom Kassel Gesellschaft fuer Telekommunikation mbH,1,0,0.0
Scandinavian Hosting AB,1,0,0.0
Ministry of Foreign Affairs of Vietnam - MOFA,1,0,0.0
Netservers Limited,1,0,0.0
"Chiroro-Net Co.,Ltd.",1,1,1.0
Hi3G Access AB,1,0,0.0
Menshikov Vladimir,1,0,0.0
TIS Dialog LLC,1,0,0.0
Public Telecommunication Corporation,1,1,1.0
Rochester Institute of Technology,1,1,1.0
ConocoPhillips Company,1,0,0.0
Entidad Publica Empresarial Red.es,1,0,0.0
VSE NET GmbH,1,0,0.0
Internet Thailand Company Limited,1,1,1.0
Contegix,1,0,0.0
SAIX-NET,1,0,0.0
Melco Sales NZ Ltd,1,0,0.0
Vodafone Spain,1,0,0.0
SHOPEE SINGAPORE PRIVATE LIMITED,1,0,0.0
"Mecklenburg County, NC",1,0,0.0
Hostpro Lab LLC,1,1,1.0
NETSOLVE NETWORK TECHNOLOGY LIMITED,1,0,0.0
Invision IT,1,1,1.0
Futruy s.r.o.,1,0,0.0
Chittagong Online Limited AS38592 AP,1,0,0.0
Formicidae Holdings B.V.,1,0,0.0
YOTTA NETWORK SERVICES PRIVATE LIMITED,1,1,1.0
Institut Mines Telecom (IMT) Atlantique - Bretagne - Pays de la Loire,1,0,0.0
Sia Nano IT,1,0,0.0
BILOUD SRL,1,0,0.0
WorldGate,1,0,0.0
Uniwersytet Muzyczny Fryderyka Chopina,1,0,0.0
Eurotux Informatica SA,1,0,0.0
Gossamer Threads Inc.,1,0,0.0
SFS Group Schweiz AG,1,0,0.0
LINZ STROM GAS WAERME GmbH fuer Energiedienstleistungen und Telekommunikation,1,0,0.0
Digiweb ltd,1,0,0.0
"MUCHA Pawel Mucha, Marcin Mucha SC",1,0,0.0
CHINANET Hubei province network,1,0,0.0
"Grupo Sys4net, S.l.",1,0,0.0
Natsav,1,0,0.0
Converge ICT Solutions Inc.,1,0,0.0
"Levi, Ray & Shoup, Inc.",1,0,0.0
Accretive Networks,1,0,0.0
APPRISS INC,1,1,1.0
novomind AG,1,0,0.0
Private Joint Stock Company datagroup,1,0,0.0
Fisher Scientific,1,0,0.0
Zepter IT Sp. z o.o.,1,0,0.0
Datbury Pty Ltd,1,0,0.0
Commerce Bank,1,0,0.0
MIRhosting B.V.,1,0,0.0
University of Waterloo,1,0,0.0
Servicios Informaticos Hostname Ltda,1,1,1.0
LLC T1Cloud,1,0,0.0
"Computer Engineering & Consulting, Ltd.",1,0,0.0
Singtel Fibre Broadband,1,1,1.0
FOUR NETWORK SERVICOS DE INFORMATICA LTDA - ME,1,1,1.0
Ollink Sarl,1,0,0.0
Olleh-Rwanda-Networks,1,0,0.0
"Station Casinos, LLC.",1,0,0.0
The Optimal Link Corporation,1,0,0.0
PureVoltage Hosting Inc.,1,0,0.0
Biblioteka Narodowa,1,0,0.0
Green Web Samaneh Novin PJSC,1,1,1.0
"Alaska Airlines, Inc.",1,0,0.0
Vianova S.p.A,1,0,0.0
Digimagical GmbH,1,0,0.0
"Best Hosting Company, LLC",1,0,0.0
DCV SERVICOS DE LOCACAO DE MAQUINAS E EQUIPAMENTOS,1,0,0.0
DEEP BRIGHT LIMITED,1,1,1.0
Vodafone Net Iletisim Hizmetler AS,1,1,1.0
State Intitution Resources of Yamala,1,0,0.0
MOACK.Co.LTD,1,1,1.0
Ava Host Srl,1,0,0.0
HostingBazis Beteti Tarsasag,1,0,0.0
Lucky Tone Communications Ltd.,1,0,0.0
TIKTOK PTE. LTD.,1,0,0.0
CJSC Kolomna-Sviaz TV,1,0,0.0
JSC Sberbank-AST,1,0,0.0
International Labour Office,1,0,0.0
Teletek Bulut Bilisim ve Iletisim Hizmetleri A.S.,1,0,0.0
COMUNICACION CELULAR S.A. COMCEL S.A.,1,1,1.0
Vision Consulting Deutschland GmbH,1,0,0.0
"KECA, Inc.",1,0,0.0
GGoC1-AS,1,0,0.0
Willamette Valley Internet,1,0,0.0
Finanz Informatik GmbH & Co. KG,1,0,0.0
Alastyr Telekomunikasyon A.S.,1,1,1.0
"Starry, Inc.",1,0,0.0
Coolhousing s.r.o.,1,0,0.0
ACOD JSC,1,0,0.0
NTT SmartConnect Corporation,1,0,0.0
NTS workspace AG,1,0,0.0
Ontario Institute for Cancer Research,1,1,1.0
Iksir Internet Hizmetleri A.S.,1,0,0.0
GMO-Z.com Runsystem Joint Stock Company,1,0,0.0
DVZ Datenverarbeitungszentrum Mecklenburg-Vorpommern GmbH,1,0,0.0
Sedgwick County Information Services,1,0,0.0
Jeroen Massar,1,0,0.0
"Getty Images Seattle, Inc.",1,0,0.0
Wurth IT GmbH,1,0,0.0
SpringNet,1,0,0.0
Readylink Internet Services Limited,1,0,0.0
Airdesign Broadcast Media Pvt Ltd,1,0,0.0
Scala Data Centers,1,1,1.0
PITC,1,0,0.0
Wolast Technologies,1,1,1.0
Smart Weblications GmbH,1,0,0.0
Planet Service SARL,1,1,1.0
Website Solution Limited,1,0,0.0
Drake University,1,0,0.0
Wow Internet Indonesia,1,1,1.0
Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.,1,1,1.0
